mnth,weekday,hr,cnt
10,5,1,28.625
10,5,2,11.125
10,5,3,9.0
10,5,4,7.375
10,5,5,32.75
10,5,6,112.0
10,5,7,277.75
10,5,8,516.625
10,5,9,306.0
10,5,10,190.375
10,5,11,227.25
10,5,12,292.75
10,5,13,298.5
10,5,14,285.25
10,5,15,339.75
10,5,16,459.25
10,5,17,624.125
10,5,18,494.25
10,5,19,336.875
10,5,20,242.5
10,5,21,189.5
10,5,22,158.625
10,5,23,120.875
11,1,0,21.571428571428573
11,1,1,11.571428571428571
11,1,2,6.333333333333333
11,1,3,4.285714285714286
11,1,4,8.285714285714286
11,1,5,31.142857142857142
11,1,6,112.42857142857143
11,1,7,338.2857142857143
11,1,8,515.5714285714286
11,1,9,239.0
11,1,10,129.14285714285714
11,1,11,139.85714285714286
11,1,12,202.42857142857142
11,1,13,196.85714285714286
11,1,14,178.42857142857142
11,1,15,191.57142857142858
11,1,16,295.42857142857144
11,1,17,505.0
11,1,18,452.14285714285717
11,1,19,307.42857142857144
11,1,20,217.0
11,1,21,165.42857142857142
11,1,22,105.71428571428571
11,1,23,54.285714285714285
11,2,0,21.555555555555557
11,2,1,9.666666666666666
11,2,2,6.0
11,2,3,3.6666666666666665
11,2,4,6.555555555555555
11,2,5,25.333333333333332
11,2,6,100.0
11,2,7,284.8888888888889
11,2,8,440.8888888888889
11,2,9,225.66666666666666
11,2,10,116.33333333333333
11,2,11,120.22222222222223
11,2,12,158.55555555555554
11,2,13,156.0
11,2,14,143.33333333333334
11,2,15,177.22222222222223
11,2,16,270.55555555555554
11,2,17,480.77777777777777
11,2,18,439.6666666666667
11,2,19,299.8888888888889
11,2,20,206.33333333333334
11,2,21,152.44444444444446
11,2,22,113.44444444444444
11,2,23,81.22222222222223
11,3,0,51.0
11,3,1,19.0
11,3,2,12.444444444444445
11,3,3,4.0
11,3,4,5.666666666666667
11,3,5,26.77777777777778
11,3,6,102.11111111111111
11,3,7,282.77777777777777
11,3,8,499.55555555555554
11,3,9,252.88888888888889
11,3,10,126.88888888888889
11,3,11,142.11111111111111
11,3,12,194.11111111111111
11,3,13,186.77777777777777
11,3,14,185.33333333333334
11,3,15,201.33333333333334
11,3,16,273.0
11,3,17,427.8888888888889
11,3,18,386.8888888888889
11,3,19,271.44444444444446
11,3,20,186.66666666666666
11,3,21,141.33333333333334
11,3,22,98.88888888888889
11,3,23,57.44444444444444
11,4,0,31.0
11,4,1,15.0
11,4,2,8.142857142857142
11,4,3,7.2
11,4,4,6.142857142857143
11,4,5,32.42857142857143
11,4,6,118.28571428571429
11,4,7,335.2857142857143
11,4,8,552.2857142857143
11,4,9,257.2857142857143
11,4,10,135.14285714285714
11,4,11,142.14285714285714
11,4,12,196.0
11,4,13,186.57142857142858
11,4,14,154.42857142857142
11,4,15,174.85714285714286
11,4,16,275.7142857142857
11,4,17,497.0
11,4,18,472.57142857142856
11,4,19,319.2857142857143
11,4,20,232.0
11,4,21,189.71428571428572
11,4,22,139.57142857142858
11,4,23,99.57142857142857
11,5,0,44.5
11,5,1,17.25
11,5,2,9.75
11,5,3,4.375
11,5,4,6.5
11,5,5,23.625
11,5,6,82.375
11,5,7,248.75
11,5,8,469.75
11,5,9,258.0
11,5,10,170.0
11,5,11,208.75
11,5,12,265.625
11,5,13,276.375
11,5,14,262.5
11,5,15,299.625
11,5,16,345.0
11,5,17,474.5
11,5,18,386.875
11,5,19,264.75
11,5,20,188.5
11,5,21,141.625
11,5,22,123.25
11,5,23,95.875
12,1,0,22.0
12,1,1,11.75
12,1,2,6.375
12,1,3,3.25
12,1,4,5.571428571428571
12,1,5,21.75
12,1,6,81.0
12,1,7,229.125
12,1,8,419.375
12,1,9,213.625
12,1,10,115.875
12,1,11,147.875
12,1,12,184.0
12,1,13,187.875
12,1,14,165.625
12,1,15,187.75
12,1,16,250.75
12,1,17,399.0
12,1,18,377.625
12,1,19,271.875
12,1,20,186.0
12,1,21,140.25
12,1,22,85.125
12,1,23,57.5
12,2,0,26.0
12,2,1,11.428571428571429
12,2,2,5.142857142857143
12,2,3,3.2857142857142856
12,2,4,5.857142857142857
12,2,5,26.571428571428573
12,2,6,96.28571428571429
12,2,7,291.7142857142857
12,2,8,502.42857142857144
12,2,9,256.57142857142856
12,2,10,119.28571428571429
12,2,11,137.71428571428572
12,2,12,181.71428571428572
12,2,13,173.0
12,2,14,154.57142857142858
12,2,15,169.28571428571428
12,2,16,247.85714285714286
12,2,17,446.0
12,2,18,433.42857142857144
12,2,19,294.2857142857143
12,2,20,188.28571428571428
12,2,21,159.14285714285714
12,2,22,107.42857142857143
12,2,23,61.714285714285715
12,3,0,26.375
12,3,1,12.25
12,3,2,5.125
12,3,3,4.5
12,3,4,4.285714285714286
12,3,5,24.25
12,3,6,78.0
12,3,7,223.5
12,3,8,416.375
12,3,9,217.375
12,3,10,101.125
12,3,11,110.75
12,3,12,136.0
12,3,13,132.875
12,3,14,128.5
12,3,15,142.25
12,3,16,199.625
12,3,17,338.5
12,3,18,331.375
12,3,19,231.0
12,3,20,160.125
12,3,21,117.625
12,3,22,77.75
12,3,23,51.375
12,4,0,29.666666666666668
12,4,1,14.555555555555555
12,4,2,6.777777777777778
12,4,3,3.111111111111111
12,4,4,4.555555555555555
12,4,5,21.88888888888889
12,4,6,85.11111111111111
12,4,7,253.77777777777777
12,4,8,451.22222222222223
12,4,9,242.0
12,4,10,123.44444444444444
12,4,11,141.11111111111111
12,4,12,181.22222222222223
12,4,13,179.11111111111111
12,4,14,167.44444444444446
12,4,15,184.77777777777777
12,4,16,242.88888888888889
12,4,17,396.44444444444446
12,4,18,356.0
12,4,19,220.0
12,4,20,147.11111111111111
12,4,21,114.88888888888889
12,4,22,82.0
12,4,23,61.77777777777778
12,5,0,35.55555555555556
12,5,1,18.22222222222222
12,5,2,10.88888888888889
12,5,3,4.888888888888889
12,5,4,4.888888888888889
12,5,5,19.444444444444443
12,5,6,70.22222222222223
12,5,7,185.0
12,5,8,384.8888888888889
12,5,9,245.0
12,5,10,139.66666666666666
12,5,11,171.0
12,5,12,208.44444444444446
12,5,13,212.0
12,5,14,213.77777777777777
12,5,15,237.33333333333334
12,5,16,281.8888888888889
12,5,17,366.8888888888889
12,5,18,296.77777777777777
12,5,19,202.0
12,5,20,144.88888888888889
12,5,21,109.44444444444444
12,5,22,99.66666666666667
12,5,23,79.66666666666667
